job_title,rating,company_name,industry,old title,salary_lower,salary_upper,salary,City,State,max_emp_size,min_emp_size,company_age,python,excel,hadoop,spark,aws,tableau,big_data,numpy,pandas,machine_learning,power_bi,sql,deep_learning
machine learning engineer,4.2,AeroVironment,Aerospace & Defense,"Machine Learning Engineer, Sr.",138,158,217.0,Simi Valley,CA,1000,501,50,1,1,0,0,1,0,0,0,1,1,0,0,1
data scientist,3.5,Maxar Technologies,Aerospace & Defense,Data Scientist (TS/SCI w/ Poly),138,158,217.0,Herndon,VA,10000,5001,1,1,0,0,0,0,0,0,0,0,1,0,0,0
data engineer,4.0,Dynetics,Aerospace & Defense,Weapons and Sensors Engineer/Scientist,138,158,217.0,Huntsville,AL,5000,1001,47,1,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.5,Systems & Technology Research,Aerospace & Defense,Applied Computer Scientist,138,158,217.0,Woburn,MA,500,201,11,0,0,0,0,0,0,0,0,0,0,0,0,0
senior data analyst,4.5,Novetta,Enterprise Software & Network Solutions,Senior Data Analyst,138,158,217.0,Herndon,VA,1000,501,9,1,1,0,0,0,0,0,0,0,1,0,1,0
data engineer,3.8,Applied Research Laboratories,Colleges & Universities,Information Systems Engineering Specialist (Engineering Scientist),138,158,217.0,Austin,TX,1000,501,1,1,0,0,0,1,0,0,0,0,0,0,0,0
data engineer,3.9,Navy Federal Credit Union,Banks & Credit Unions,Cloud Data Engineer (Azure),138,158,217.0,Merrifield,VA,10000,10000,88,0,0,0,0,0,1,0,0,0,0,1,1,0
data engineer,2.0,Conagen,Biotech & Pharmaceuticals,Scientist/Research Associate-Metabolic Engineering,138,158,217.0,New Bedford,MA,200,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0
data science manager,4.8,Alector,Biotech & Pharmaceuticals,"Vice President, Biometrics and Clinical Data Management",138,158,217.0,South San Francisco,CA,200,51,8,0,1,0,0,1,0,0,0,0,0,0,0,0
data science manager,3.9,Navy Federal Credit Union,Banks & Credit Unions,Enterprise Data Analyst (Enterprise Portfolio Management Office),138,158,217.0,Merrifield,VA,10000,10000,88,0,0,0,1,0,1,0,0,0,0,1,1,0
senior data scientist,3.3,Reynolds American,Consumer Products Manufacturing,Senior Scientist - Toxicologist - Product Integrity (Stewardship),138,158,217.0,Winston-Salem,NC,10000,5001,146,0,1,0,0,0,0,0,0,0,0,0,0,0
data science manager,3.3,MITRE,Federal Agencies,Lead Data Scientist – Network Analysis and Control,138,158,217.0,Bedford,MA,10000,5001,63,1,1,1,1,1,0,0,0,0,1,0,1,1
machine learning engineer,5.0,LifeOmic,Enterprise Software & Network Solutions,Senior Machine Learning Engineer,138,158,217.0,Raleigh,NC,200,51,5,0,0,0,1,1,0,0,0,0,1,0,0,0
senior data scientist,4.4,"Homology Medicines, Inc.",Unknown,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138,158,217.0,New Bedford,MA,200,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,3.4,Spectrum Communications and Consulting,Advertising & Marketing,Data Engineer,138,158,217.0,Chicago,IL,200,51,29,1,0,0,0,0,0,0,0,0,0,0,1,0
developer iii - data science,3.3,Inland Empire Health Plan,Health Care Services & Hospitals,Developer III - Data Science,138,158,217.0,Rancho Cucamonga,CA,5000,1001,25,0,1,0,0,0,1,0,0,0,0,1,1,0
senior data engineer,2.9,Affinity Solutions,Advertising & Marketing,Senior Data Engineer,138,158,217.0,New York,NY,200,51,23,1,0,1,1,0,1,0,0,0,1,0,1,0
senior data scientist,3.8,Sandia National Laboratories,Federal Agencies,Hydrogen/Tritium Materials Scientist (Experienced),138,158,217.0,Livermore,CA,10000,10000,72,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,3.5,Maxar Technologies,Aerospace & Defense,Data Engineer,138,158,217.0,McLean,VA,10000,5001,1,1,0,0,0,1,0,0,0,0,0,0,1,0
data scientist,4.0,AstraZeneca,Biotech & Pharmaceuticals,Patient Safety- Associate Data Scientist,80,132,146.0,Gaithersburg,MD,10000,10000,108,1,1,0,0,0,0,0,0,0,1,0,1,1
senior data scientist,4.0,Autodesk,Computer Hardware & Software,Senior Data Scientist,80,132,146.0,San Francisco,CA,10000,5001,39,1,0,1,1,0,0,0,0,1,1,0,1,0
data scientist,3.4,USI,Construction,Data Scientist,80,132,146.0,Southfield,MI,5000,1001,23,1,1,0,0,0,0,0,0,0,1,1,1,0
data scientist,3.9,GSK,Biotech & Pharmaceuticals,Data Scientist,80,132,146.0,Collegeville,PA,10000,10000,191,1,0,1,0,1,1,0,0,0,0,0,1,0
data scientist,3.8,CIA,Federal Agencies,Data Scientist,80,132,146.0,Washington,DC,Unknown,Unknown,74,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.5,Maven Wave Partners,Consulting,Data Scientist,80,132,146.0,Chicago,IL,500,201,13,1,1,1,0,1,1,0,0,0,1,0,1,0
data scientist,4.3,Ovative Group,Advertising & Marketing,Data Scientist,80,132,146.0,Minneapolis,MN,200,51,12,1,0,0,0,0,0,0,1,1,1,0,0,0
data scientist,3.6,Kognetics,Unknown,Data Scientist,80,132,146.0,Gahanna,OH,50,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,2.9,Envision Healthcare,Health Care Services & Hospitals,Data Scientist,80,132,146.0,Nashville,TN,10000,10000,16,1,1,1,1,1,1,0,0,0,1,0,1,0
data scientist,2.9,"Pragmatics, Inc.",IT Services,Data Scientist,80,132,146.0,United States,,500,201,36,1,0,1,0,1,0,0,0,0,0,0,0,0
data scientist,3.2,ConsumerTrack,Internet,Data Scientist,80,132,146.0,California,,200,51,17,1,1,0,0,0,1,0,0,0,1,0,1,0
data scientist,4.5,Johns Hopkins University Applied Physics Laboratory,Aerospace & Defense,Decision Scientist,80,132,146.0,Laurel,MD,10000,5001,79,0,1,0,1,0,0,0,0,0,0,0,0,0
data scientist,5.0,Phoenix Operations Group,IT Services,Data Scientist - TS/SCI FSP or CI Required,80,132,146.0,Annapolis Junction,MD,50,1,10,1,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,3.5,Crossover Health,Health Care Services & Hospitals,Data Scientist,80,132,146.0,San Clemente,CA,50,1,11,1,1,0,0,0,1,0,0,1,0,0,0,0
data scientist,4.0,Lorven Technologies Inc,Accounting,Data Scientist,80,132,146.0,New York,NY,50,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
data scientist,4.4,Meridian Knowledge Solutions,Enterprise Software & Network Solutions,Data Scientist,80,132,146.0,Washington,DC,200,51,24,0,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.2,UST Global,IT Services,Data Scientist,80,132,146.0,Atlanta,GA,10000,10000,22,1,1,1,1,1,0,0,0,0,0,0,1,0
data scientist,3.2,IMG Systems,Consulting,Data Scientist,80,132,146.0,Plano,TX,50,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
data scientist,3.4,Trident Systems Inc,Aerospace & Defense,Data Scientist,80,132,146.0,Fairfax,VA,200,51,36,0,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.7,"Tygart Technology, Inc",Unknown,Data Scientist,80,132,146.0,Washington,DC,50,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
senior data scientist,3.6,Merrick Bank,Banks & Credit Unions,(Sr.) Data Scientist -,87,141,157.5,Utah,,500,201,24,1,1,0,0,1,0,0,0,0,1,0,1,0
senior data scientist,4.2,ManTech,Research & Development,Senior Data Scientist,87,141,157.5,Alexandria,VA,10000,5001,53,1,0,1,1,0,1,0,0,0,1,0,1,0
data scientist,3.2,First Health Group,Insurance Carriers,Data Scientist,87,141,157.5,Wellesley,MA,10000,10000,168,0,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,,Sprezzatura Management Consulting,Unknown,Data Scientist,87,141,157.5,Washington,VA,Unknown,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,2.8,"Progress Rail, A Caterpillar Company",Rail,Data Scientist,87,141,157.5,Fort Worth,TX,5000,1001,38,1,1,0,0,1,0,0,0,0,1,0,1,0
data scientist,4.2,UST Global,IT Services,Data Scientist,87,141,157.5,Atlanta,GA,10000,10000,22,1,1,1,1,1,0,0,0,0,0,0,1,0
data scientist,4.5,Axiologic Solutions,Aerospace & Defense,Data Scientist,87,141,157.5,Alexandria,VA,200,51,12,0,0,0,0,1,0,0,0,0,0,0,0,0
data scientist,3.0,Indigo Slate,Consulting,Data Scientist,87,141,157.5,Bellevue,WA,200,51,15,1,0,0,1,0,0,0,0,0,1,0,1,1
data scientist,3.3,Cubic,Aerospace & Defense,Data Scientist,87,141,157.5,United States,,10000,5001,70,1,1,1,0,0,0,0,0,0,1,0,1,0
data scientist,4.0,Advanced Bio-Logic Solutions Corp,Unknown,Data Scientist,87,141,157.5,Thousand Oaks,CA,50,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
data engineer,3.5,Alignment Healthcare,Health Care Services & Hospitals,Data Engineer,87,141,157.5,Orange,CA,1000,501,8,0,1,1,1,1,1,0,0,0,0,1,1,0
data scientist,3.5,WGSN,Consulting,Data Scientist,87,141,157.5,Baltimore,MD,50,1,23,1,1,1,1,0,1,0,0,0,1,0,1,0
data scientist,3.6,"ISYS Technologies, Inc.",Computer Hardware & Software,Data Scientist,87,141,157.5,Herndon,VA,200,51,31,1,0,1,1,0,1,0,0,0,0,0,1,0
data scientist,3.0,TransVoyant,Enterprise Software & Network Solutions,Data Scientist,87,141,157.5,Alexandria,VA,200,51,9,0,0,1,1,0,0,0,0,0,0,0,0,0
data scientist,4.0,Noblis,Consulting,Data Scientist/Data Analytics Practitioner,87,141,157.5,Bridgeport,WV,5000,1001,25,1,0,0,0,0,0,0,1,0,1,0,0,0
data scientist,4.6,Murray Resources,Staffing & Outsourcing,Data Scientist,87,141,157.5,The Woodlands,TX,50,1,33,1,1,1,0,0,1,0,0,0,0,0,1,0
data scientist,4.3,Geotab,Computer Hardware & Software,Data Scientist,87,141,157.5,Oakville,CA,5000,1001,21,1,1,0,1,0,0,0,1,1,1,0,1,1
data scientist,4.7,CRS Group,Staffing & Outsourcing,Data Scientist,87,141,157.5,Chicago,IL,200,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.7,EGlobalTech,IT Services,Data Scientist,87,141,157.5,Arlington,VA,500,201,17,1,1,0,0,1,0,0,0,0,1,0,0,0
data scientist,3.9,Mars,Food & Beverage Manufacturing,"Data Scientist, Kinship - NYC/Portland",92,155,169.5,New York,NY,10000,10000,110,1,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,4.9,Avlino,Enterprise Software & Network Solutions,Data Scientist,92,155,169.5,New Jersey,,50,1,8,1,0,1,1,0,0,0,0,0,1,0,0,0
data scientist,3.0,"Central Business Solutions, Inc",Consulting,Data Scientist,92,155,169.5,Seattle,WA,200,51,1,1,1,1,1,1,0,0,1,1,1,0,1,1
data scientist,2.5,KeHE Distributors,Wholesale,Data Scientist,92,155,169.5,Naperville,IL,10000,5001,67,1,1,1,1,1,1,0,0,0,1,1,1,1
data scientist,3.5,Blackstone Talent Group,Consulting,Data Scientist,92,155,169.5,San Francisco,CA,200,51,23,1,0,0,0,1,0,0,0,0,1,0,0,1
data scientist,5.0,Phoenix Operations Group,IT Services,Data Scientist - TS/SCI Required,92,155,169.5,Baltimore,MD,50,1,10,1,0,0,1,0,0,0,1,1,1,0,0,0
data scientist,,Sophinea,Unknown,Data Scientist,92,155,169.5,Chantilly,VA,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
senior data scientist,3.5,Maxar Technologies,Aerospace & Defense,Senior Data Scientist,92,155,169.5,Herndon,VA,10000,5001,1,1,1,0,0,0,0,0,0,0,1,0,1,0
data scientist,3.0,Moxie Software,Enterprise Software & Network Solutions,Data Scientist,92,155,169.5,Bellevue,WA,200,51,22,1,0,1,1,0,0,0,0,0,0,0,0,0
machine learning engineer,5.0,Blue Horizon Tek Solutions,Staffing & Outsourcing,Data Scientist(s)/Machine Learning Engineer,92,155,169.5,New York,NY,50,1,34,1,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.7,Unicom Technologies INC,IT Services,Data Scientist,92,155,169.5,Chicago,IL,200,51,1,1,1,1,1,1,0,0,0,0,1,0,1,0
data engineer,3.3,Americo Life,Insurance Carriers,Data Engineer,92,155,169.5,Kansas City,MO,500,201,29,1,1,1,1,1,0,0,0,0,0,0,1,0
data scientist,3.3,Tokio Marine HCC,Insurance Carriers,Data Scientist,92,155,169.5,Houston,TX,5000,1001,47,1,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.5,CACI International,Aerospace & Defense,Data Scientist,92,155,169.5,Chantilly,VA,10000,10000,59,0,1,0,0,0,0,0,0,0,0,0,1,0
machine learning engineer,4.1,Apple,Computer Hardware & Software,"AI/ML - Machine Learning Scientist, Siri Understanding",92,155,169.5,Santa Clara,CA,10000,10000,45,1,0,0,0,0,0,0,0,0,1,0,0,1
data scientist,3.5,Maxar Technologies,Aerospace & Defense,Data Scientist,92,155,169.5,Herndon,VA,10000,5001,1,1,0,1,1,0,1,0,0,0,1,0,1,1
data engineer,3.9,Southwest Research Institute,Research & Development,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92,155,169.5,Oklahoma City,OK,5000,1001,74,1,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.7,Compass Consulting Group,Consulting,Data Scientist,92,155,169.5,Thousand Oaks,CA,200,51,13,1,0,0,0,0,0,0,0,0,1,0,1,1
data engineer,4.8,Klaviyo,Computer Hardware & Software,Data Science Software Engineer,92,155,169.5,Boston,MA,500,201,9,1,0,0,0,0,0,0,1,1,1,0,0,0
data scientist,4.0,AstraZeneca,Biotech & Pharmaceuticals,AI Ops Data Scientist,92,155,169.5,Gaithersburg,MD,10000,10000,108,1,0,1,1,1,0,0,0,0,1,0,1,0
senior data scientist,3.8,GutCheck,Advertising & Marketing,Senior Data Scientist,105,167,188.5,Denver,CO,200,51,12,0,0,0,0,0,0,0,0,0,1,0,0,0
senior data scientist,3.8,Juniper Networks,Telecommunications Services,Sr. ML/Data Scientist - AI/NLP/Chatbot,105,167,188.5,Cupertino,CA,10000,5001,25,1,1,0,1,1,0,0,1,0,1,0,0,0
data scientist,2.7,Hexagon US Federal,Aerospace & Defense,Data Scientist,105,167,188.5,Lexington Park,MD,200,51,11,0,1,0,0,1,0,0,0,0,1,0,0,0
data scientist,4.0,Comtech Global Inc,"Health, Beauty, & Fitness",Data Scientist,105,167,188.5,Washington,DC,200,51,1,1,0,1,1,1,1,0,0,0,1,1,1,0
data scientist,3.8,"Aveshka, Inc.",IT Services,Data Scientist,105,167,188.5,Washington,DC,200,51,11,1,1,0,1,0,0,0,0,0,1,0,1,0
data scientist,3.2,Perspecta,Aerospace & Defense,Data Scientist,105,167,188.5,Adelphi,MD,10000,10000,3,1,0,1,0,0,0,0,0,0,1,0,0,0
data scientist,3.6,Qurate Retail Group,Other Retail Stores,Data Scientist,105,167,188.5,West Chester,PA,10000,10000,1,1,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,4.4,"SolutionIT, Inc.",Unknown,Data Scientist,105,167,188.5,Edison,NJ,200,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.1,A-Line Staffing Solutions,Staffing & Outsourcing,Data Scientist,105,167,188.5,Durham,NC,1000,501,17,1,0,1,1,0,0,0,1,1,1,0,1,1
data scientist,,Clear Ridge Defense,Unknown,Data Scientist,105,167,188.5,Quantico,VA,50,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
data scientist,3.8,"Criterion Systems, Inc.",IT Services,Data Scientist,105,167,188.5,Vienna,VA,500,201,16,1,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,4.0,Foundation Medicine,Biotech & Pharmaceuticals,Data Scientist,105,167,188.5,Boston,MA,5000,1001,11,1,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,3.6,TRANZACT,Advertising & Marketing,Data Scientist,105,167,188.5,Fort Lee,NJ,5000,1001,32,1,1,1,0,0,1,0,0,0,1,1,1,0
data scientist,5.0,ChaTeck Incorporated,Advertising & Marketing,Data Scientist,105,167,188.5,San Francisco,CA,50,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
data scientist,2.7,1-800-Flowers,Wholesale,Data Scientist,105,167,188.5,New York,NY,5000,1001,45,1,1,0,0,0,1,0,0,0,0,0,1,0
